availability_text,average_rating,brand,care_instructions,category_breadcrumb,color_options,description,dimensions,document,image_count,image_url,images_list,in_stock,is_sale,material_text,mission_tags,name,price_currency,price_current,price_original,product_id,product_url,rating_count,review_count,scrape_date,segment_label,sku,sold_shipped_by,subcluster,subcluster_label,title,url
In Stock,4.3,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Black,Universal Thread tote handbag; Nylon twill material; Zippered pocket; Front pocket; Zip closure; Carrying handle,12 Inches (H) x 18.75 Inches (W) x 5.5 Inches (D),"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width Universal Thread Universal Thread tote handbag; Nylon twill material; Zippered pocket; Front pocket; Zip closure; Carrying handle Nylon",6,https://target.scene7.com/is/image/Target/GUEST_5c1563e8-8e54-474a-ba7a-dc5d0fb81e91?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_5c1563e8-8e54-474a-ba7a-dc5d0fb81e91?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_46eac750-1100-4f75-9ab2-cfa43c96ba13?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_beea1b8f-1f1e-4e2c-9b42-ec0377e915af?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_82f6072a-d990-4c9e-9672-8d6ad756c306?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_0dd0,True,False,Nylon,work_tote|value_mass,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",USD,20.0,,90780561,https://www.target.com/p/essential-zip-tote-handbag-universal-thread/-/A-91030310?preselect=90780561#lnk=sametab,51,51,2026-02-23T16:44:52.649734,Mixed,198101566614,,24,Mixed | tote / universal | Mid,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",https://www.target.com/p/essential-zip-tote-handbag-universal-thread/-/A-91030310?preselect=90780561#lnk=sametab
In Stock,4.7,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",Black,Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle,4.72 Inches (H) x 7.48 Inches (W) x 1.97 Inches (D),"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length A New Day Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle Polyurethane",10,https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_35440a1b-c3ff-4c9a-ad62-a73673195853?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e3610e18-b730-4f6e-af4d-f76b84239cbc?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_6b924201-ce28-40ff-832f-84540f426201?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3f7f,True,False,Polyurethane,work_tote|value_mass,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",USD,25.0,,92449937,https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,79,79,2026-02-23T16:44:52.649734,Mixed,198420256494,,25,Mixed | bag / crossbody | Mid,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab
In Stock,4.4,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",Light Beige,"Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap",6.12 Inches (H) x 10.25 Inches (W) x 3.5 Inches (D),"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure Universal Thread Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap Cotton",10,https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_35ced37c-069d-43bb-8c74-10f90b22076d?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a79bf6b4-7a49-4635-9932-2e60c20fcd16?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_76e9dd09-fecf-4c22-a050-bff8f731ca65?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d042,True,True,Cotton,everyday_crossbody|value_mass,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",USD,15.0,20.0,89393333,https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,641,641,2026-02-23T16:44:52.649734,Mixed,197543801918,,14,Mixed | bag / universal | Mid,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab
In Stock,4.6,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Cream/Clear,"Universal Thread tote handbag; Double handles; Zipper closure; Adjustable, detachable straps",5.5 Inches (H) x 9.5 Inches (W) x 3.75 Inches (D),"Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear Universal Thread Universal Thread tote handbag; Double handles; Zipper closure; Adjustable, detachable straps Polyester",10,https://target.scene7.com/is/image/Target/GUEST_e067c89a-b6c7-4108-a35e-81010635beab?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_e067c89a-b6c7-4108-a35e-81010635beab?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b186ef3b-7fd5-47cc-8e3f-66e34acb7e8c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c814948d-f8a4-4e44-a5d7-a35f5c9be74a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2f8a7569-4aec-48c1-8be2-c875aa81a026?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_254d,True,False,Polyester,everyday_crossbody|value_mass,Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,USD,20.0,,93719956,https://www.target.com/p/foundational-mini-tote-handbag-universal-thread/-/A-92750862?preselect=93719956#lnk=sametab,190,190,2026-02-23T16:44:52.649734,Mixed,198850338128,,14,Mixed | bag / universal | Mid,Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,https://www.target.com/p/foundational-mini-tote-handbag-universal-thread/-/A-92750862?preselect=93719956#lnk=sametab
In Stock,0.0,Universal Thread,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",,Universal Thread crossbody tote handbag; Straw paper shell; Crochet exterior with side fringes; Spacious main compartment with magnetic closure; Double handles; Detachable and adjustable strap; Forest Stewardship Council Certified,8 Inches (H) x 10.25 Inches (W) x 3.25 Inches (D),Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural Universal Thread Universal Thread crossbody tote handbag; Straw paper shell; Crochet exterior with side fringes; Spacious main compartment with magnetic closure; Double handles; Detachable and adjustable strap; Forest Stewardship Council Certified Paper,7,https://target.scene7.com/is/image/Target/GUEST_bf7ac9ae-3e4e-4943-bb5c-b72ce6d0cefe?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_bf7ac9ae-3e4e-4943-bb5c-b72ce6d0cefe?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a420c432-db39-4c0e-8597-44f13cc646df?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d9968330-49d1-411c-b645-66489f87795c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_14e70467-e9d6-4c41-b9ea-5beebe277504?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fa2d,True,False,Paper,everyday_crossbody|eco_conscious|value_mass,Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,USD,35.0,,94742414,https://www.target.com/p/straw-fringe-small-detachable-strap-crossbody-tote-handbag-universal-thread-8482-natural/-/A-94742414#lnk=sametab,0,0,2026-02-23T16:44:52.649734,Mixed,199268613784,,22,Mixed | straw / bag | Mid,Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,https://www.target.com/p/straw-fringe-small-detachable-strap-crossbody-tote-handbag-universal-thread-8482-natural/-/A-94742414#lnk=sametab
In Stock,3.3,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",Black | Brown,Universal Thread medium satchel handbag; Polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Sport cord accent with carabiner hook,9.05 Inches (H) x 3.93 Inches (W) x 13.38 Inches (D),Sport Cord Medium Satchel Handbag - Universal Thread™ Black Universal Thread Universal Thread medium satchel handbag; Polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Sport cord accent with carabiner hook Polyurethane,5,https://target.scene7.com/is/image/Target/GUEST_8f2f106b-02bd-4986-9f4d-0a9d0eadff8c?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_8f2f106b-02bd-4986-9f4d-0a9d0eadff8c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_43a2b5a5-8012-484a-8877-e838981e1592?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d6d0409e-eba1-4041-ab8d-75f884e88edb?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e3eb52f7-3755-4777-a757-b2143ddc05f8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_909c,True,False,Polyurethane,everyday_crossbody|value_mass,Sport Cord Medium Satchel Handbag - Universal Thread™ Black,USD,30.0,,94780204,https://www.target.com/p/sport-cord-medium-satchel-handbag-universal-thread/-/A-94810391?preselect=94780204#lnk=sametab,3,3,2026-02-23T16:44:52.649734,Mixed,199592033722,,26,Mixed | handbag / bag | Mid,Sport Cord Medium Satchel Handbag - Universal Thread™ Black,https://www.target.com/p/sport-cord-medium-satchel-handbag-universal-thread/-/A-94810391?preselect=94780204#lnk=sametab
In Stock,4.5,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Black | Green | Navy Blue,Universal Thread carry-all tote handbag; 100% recycled nylon shell; Zippered main compartment; Interior zippered pocket and sleeves; Double handle,11.5 Inches (H) x 18 Inches (W) x 6 Inches (D),Nylon Carry-All Tote Handbag - Universal Thread™ Black Universal Thread Universal Thread carry-all tote handbag; 100% recycled nylon shell; Zippered main compartment; Interior zippered pocket and sleeves; Double handle Polyurethane,7,https://target.scene7.com/is/image/Target/GUEST_2883457b-526b-4aa5-8e6a-27d5d07ee00e?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_2883457b-526b-4aa5-8e6a-27d5d07ee00e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c5039095-faa5-4ea4-b60f-9ae4d460d4f3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3010c709-60e4-4363-add7-ad27c67eb35b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4f2fd261-e1b8-4034-b167-7b9eed397a71?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_5be1,True,False,Polyurethane,work_tote|eco_conscious|value_mass,Nylon Carry-All Tote Handbag - Universal Thread™ Black,USD,35.0,,94780224,https://www.target.com/p/nylon-carry-all-tote-handbag-universal-thread/-/A-95144170?preselect=94780224#lnk=sametab,2,2,2026-02-23T16:44:52.649734,Mixed,199592033982,,24,Mixed | tote / universal | Mid,Nylon Carry-All Tote Handbag - Universal Thread™ Black,https://www.target.com/p/nylon-carry-all-tote-handbag-universal-thread/-/A-95144170?preselect=94780224#lnk=sametab
In Stock,5.0,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Satchels",Blue | Brown | Cream | Green,Universal Thread small satchel handbag; Recycled polyester and polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Decorative faux-leather fob,5.9 Inches (H) x 2.75 Inches (W) x 10 Inches (D),Small Satchel Handbag - Universal Thread™ Brown Universal Thread Universal Thread small satchel handbag; Recycled polyester and polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Decorative faux-leather fob Polyurethane,9,https://target.scene7.com/is/image/Target/GUEST_5dd1bdc5-9a51-4f53-96d6-12000554dee9?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_5dd1bdc5-9a51-4f53-96d6-12000554dee9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ffb2966f-903d-4fe1-8440-ed34708c0473?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_15653757-e96c-46e9-a0dd-77c55811ba77?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fd125e1f-b33b-46b5-91ba-4ab92f1ad926?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_0a52,True,False,Polyurethane,everyday_crossbody|eco_conscious|value_mass,Small Satchel Handbag - Universal Thread™ Brown,USD,25.0,,94780207,https://www.target.com/p/small-satchel-handbag-universal-thread/-/A-94810388?preselect=94780207#lnk=sametab,3,3,2026-02-23T16:44:52.649734,Mixed,199592033944,,19,Mixed | universal / bag | Mid,Small Satchel Handbag - Universal Thread™ Brown,https://www.target.com/p/small-satchel-handbag-universal-thread/-/A-94810388?preselect=94780207#lnk=sametab
In Stock,4.8,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",Black | Light Brown,Gathered pochette handbag; Polyester shell; Open main compartment; Detachable and adjustable strap; Double strap handles; Metallic linked chain accent with ring,13.5 Inches (H) x 8 Inches (W) x 5 Inches (D),Gathered Pochette Handbag - A New Day™ Light Brown A New Day Gathered pochette handbag; Polyester shell; Open main compartment; Detachable and adjustable strap; Double strap handles; Metallic linked chain accent with ring Polyester,6,https://target.scene7.com/is/image/Target/GUEST_0dcd75d2-bcdd-4852-9694-0daefa3a9c7b?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_0dcd75d2-bcdd-4852-9694-0daefa3a9c7b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fa28a25b-2f6c-4a2a-a9a8-5e0cd2c4ad0d?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_83f227fc-23b2-4581-bc2f-199fe5fd2c6e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_bb39614c-200d-41a1-9c49-c680a0f2bdca?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_5527,True,False,Polyester,occasion_glam|micro_mini_impulse|value_mass,Gathered Pochette Handbag - A New Day™ Light Brown,USD,20.0,,94780345,https://www.target.com/p/gathered-pochette-handbag-a-new-day/-/A-94810400?preselect=94780345#lnk=sametab,4,4,2026-02-23T16:44:52.649734,Mixed,199592063521,,19,Mixed | universal / bag | Mid,Gathered Pochette Handbag - A New Day™ Light Brown,https://www.target.com/p/gathered-pochette-handbag-a-new-day/-/A-94810400?preselect=94780345#lnk=sametab
In Stock,4.8,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",Black,Universal Thread crossbody bag; Straw detailing; Interior zip pocket; Zipper closure; Adjustable strap,5.12 Inches (H) x 9.45 Inches (W) x 3.94 Inches (D),Straw Detail Belt Crossbody Bag - Universal Thread™ Black Universal Thread Universal Thread crossbody bag; Straw detailing; Interior zip pocket; Zipper closure; Adjustable strap Polyethylene,7,https://target.scene7.com/is/image/Target/GUEST_0ac25fbe-89f5-4aca-9347-9bbbf6330563?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_0ac25fbe-89f5-4aca-9347-9bbbf6330563?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_42345996-9518-497d-bfb0-1c096e361538?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_61c0dcf8-029d-4df9-aaa9-731ac10ba7b8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_34b3172d-43c3-429a-bf5f-1a51c3822a07?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e588,True,False,Polyethylene,everyday_crossbody|value_mass,Straw Detail Belt Crossbody Bag - Universal Thread™ Black,USD,20.0,,89956736,https://www.target.com/p/straw-detail-belt-crossbody-bag-universal-thread/-/A-94741230?preselect=89956736#lnk=sametab,121,121,2026-02-23T16:44:52.649734,Mixed,085239550045,,25,Mixed | bag / crossbody | Mid,Straw Detail Belt Crossbody Bag - Universal Thread™ Black,https://www.target.com/p/straw-detail-belt-crossbody-bag-universal-thread/-/A-94741230?preselect=89956736#lnk=sametab
In Stock,0.0,A New Day,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",,Boxy barrel shoulder bag; Straw paper shell; Crochet exterior; Zippered main compartment; Adjustable shoulder strap; Forest Stewardship Council Certified,4.25 Inches (H) x 8 Inches (W) x 3.5 Inches (D),Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural A New Day Boxy barrel shoulder bag; Straw paper shell; Crochet exterior; Zippered main compartment; Adjustable shoulder strap; Forest Stewardship Council Certified Paper,7,https://target.scene7.com/is/image/Target/GUEST_c9376eb5-98d0-4804-af9d-101bd0195df9?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_c9376eb5-98d0-4804-af9d-101bd0195df9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3a6f25f3-edf1-43d8-9281-c5fc632a8495?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4f81a71f-0a01-46d3-8725-ff8a746b0dda?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f2b9019a-f034-4008-a824-3269fe89fe7a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_33cd,True,False,Paper,micro_mini_impulse|eco_conscious|value_mass,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,USD,25.0,,94742369,https://www.target.com/p/straw-mini-boxy-barrel-shoulder-bag-a-new-day-8482-natural/-/A-94742369#lnk=sametab,0,0,2026-02-23T16:44:52.649734,Mixed,199268617560,,22,Mixed | straw / bag | Mid,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,https://www.target.com/p/straw-mini-boxy-barrel-shoulder-bag-a-new-day-8482-natural/-/A-94742369#lnk=sametab
In Stock,4.7,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Crossbody & Messenger Bags",Black,Camera bag; Crossbody style; Interior and exterior pockets; Fold-over top and zipper closure; Adjustable strap,5.5 Inches (H) x 8.25 Inches (W) x 3.75 Inches (D),"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure Wild Fable Camera bag; Crossbody style; Interior and exterior pockets; Fold-over top and zipper closure; Adjustable strap 100% Recycled Polyester",9,https://target.scene7.com/is/image/Target/GUEST_1e398e04-890d-4b92-b96f-a6a023323a9b?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_1e398e04-890d-4b92-b96f-a6a023323a9b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e8790b8b-3d06-4619-8792-f008b833ac96?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3ddc6673-76bf-4ed8-9167-5e7b1fa83b06?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_5938,True,False,100% Recycled Polyester,everyday_crossbody|eco_conscious|value_mass,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",USD,18.0,,90777938,https://www.target.com/p/camera-crossbody-bag-wild-fable/-/A-91029296?preselect=90777938#lnk=sametab,126,126,2026-02-23T16:44:52.649734,Mixed,198101566287,,25,Mixed | bag / crossbody | Mid,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/camera-crossbody-bag-wild-fable/-/A-91029296?preselect=90777938#lnk=sametab
